i,M[i]
243,0.6901748359895163
244,0.6930075441954735
245,0.683269654406019
246,0.7005195625914934
247,0.7017782129433688
248,0.701733405024368
249,0.7202415534818409
250,0.7581234300158957
251,0.6968924224577935
252,0.6968383893242299
253,0.7087859954945603
254,0.6934842377300643
255,0.7005876100515412
256,0.7634779685505126
257,0.7052925052975678
258,0.7143077075337871
259,0.6724187155551442
260,0.6552128666780831
261,0.648114591247608
262,0.6375292517934706
263,0.6640181857971763
264,0.6544319686575427
265,0.6185280293025065
266,0.6374095785773007
267,0.6523345643029841
268,0.7136302181283669
269,0.6889422835330049
270,0.6655986060762177
271,0.6484635664275218
272,0.6779953378985671
273,0.2805805390252344
274,0.6358448122046689
275,0.6352919381906152
276,0.6314802775130697
277,0.6310474217110819
278,0.6562170135599643
279,0.6406972623470755
280,0.6469879599006697
281,0.638480362195309
282,0.656788683951073
283,0.6436773881239243
284,0.6199938412057551
285,0.6177742897112214
286,0.6458582827764399
287,0.6522292491330759
288,0.7054618824299269
289,0.6415121286218164
290,0.647237837280392
291,0.6523464487319909
292,0.6471939228745878
293,0.6494591028456734
294,0.6256478762579792
295,0.6479729700610674
296,0.6411200342649106
297,0.6444667451479887
298,0.6447846803996715
299,0.6627259071592723
300,0.6524881845982763
301,0.644356474960755
302,0.6473732087715788
303,0.6602110954775579
304,0.6463528282774431
305,0.656488202516576
306,0.6483176143684712
307,0.6623691819714868
308,0.7140232249013031
309,0.6446406263352147
310,0.664392571550678
311,0.6623220024232211
312,0.6597629995358237
313,0.6470845184679707
314,0.6839301080209526
315,0.6635734061686107
316,0.653171922878167
317,0.6590503853675371
318,0.6602764984412087
319,1.679725704786313
320,0.6559453691174556
321,0.6555579176161819
322,0.658985521057423
323,0.6766456296393185
324,0.665756604332434
325,0.7030685938912533
326,0.6749407882750663
327,0.7172803066602779
328,0.6799621174935179
329,0.6777118601460882
330,0.6863436910968375
331,0.6904720293299778
332,0.6942915906709612
333,0.6921314355336853
334,0.6847724756189904
335,0.6770624888460238
336,0.6901188386173871
337,0.6925715094548947
338,0.6859319786293011
339,0.7020646197423873
340,0.7471576866040534
341,0.7035934473439116
342,0.6811578992741577
343,0.6578069754324736
344,0.682367820756166
345,0.6855486651547517
346,0.6825996053848601
347,0.6783592802737292
348,0.6639904281608874
349,0.694544898800931
350,0.6798537694633842
351,0.6950907225843858
352,0.6888921294100057
353,0.6945300476466398
354,1.8569756485380289
355,0.6965724340517117
356,0.6973588473627255
357,0.6941325204013943
358,0.695046137651047
359,0.6970634088526234
360,0.6673775897598966
361,0.6982125489244322
362,0.6855873323920704
363,0.677005938590184
364,0.6885063716289638
365,0.6922636662437535
366,0.6860499137916021
367,0.6887043034969935
368,0.6903492519630456
369,0.6971479380194152
370,0.689085375723263
371,0.7251732763235876
372,0.7347923274538226
373,0.700931419811498
374,0.7032935050362488
375,0.6985
376,0.7014625267212733
377,0.6735237745385653
378,0.7294573136603621
379,0.6939366542810023
380,0.7046869841414406
381,0.7016187461403433
382,0.6984052253016303
383,0.7010647154186567
384,0.6975789261112483
385,1.7003581738144886
386,0.7739892263820146
387,0.7381772896470729
388,0.7751475500676979
389,0.7614033819263062
390,0.7634817623882701
391,1.0393272182773623
392,0.7588383305583252
393,0.78994554267359
394,0.7594057075097436
395,0.7592898773932476
396,0.712531090772983
397,0.6909050786650596
398,0.5826314079509454
399,0.5931861001826814
400,0.5881693742800226
401,0.5849946364046974
402,0.5962128200120043
403,0.591365478899872
404,0.5892974925884966
405,0.5879902553064745
406,0.5846916578810404
407,0.5891501264159583
408,0.5889282713678781
409,0.5886517587244444
410,0.5913071660671093
411,0.586364424022896
412,0.5713372448951951
413,0.5911726623544051
414,0.5911177379280693
415,0.592654863316012
416,0.5928683450956838
417,0.5942283531905767
418,0.5804584240944086
419,0.597257263831102
420,0.5876158170583317
421,0.599263321183027
422,0.3737663744615979
423,0.6837777874938481
424,0.7065222953082789
425,0.67622898315118
426,0.6832916396032558
427,0.6687102225532037
428,0.6713441215977066
429,0.7216228613949361
430,0.6339304699128216
431,0.6034162940151029
432,0.593051611043921
433,0.5919898618720209
434,0.5977761473255018
435,0.6020473652174577
436,0.5909179001269607
437,0.6003126600288339
438,0.6052202151410595
439,0.6006394675497794
440,0.6045677905862719
441,0.6062681945374051
442,0.601895208776402
443,0.6073918696135855
444,0.6053020227536836
445,0.6118420309517325
446,0.6090019574465914
447,0.6185629299718673
448,0.6096464620348077
449,0.6137103087857005
450,0.6135534692996655
451,0.6054581685711616
452,0.6223984994624442
453,0.6153433483536451
454,0.6125895160301741
455,0.6198789294463718
456,1.3411704049954611
457,0.6134309071833325
458,0.6111996585726969
459,0.616265434586474
460,0.6430486625168237
461,0.6156335674560693
462,0.6172041707386672
463,0.622781575903355
464,0.6250956250491833
465,0.6145105146572308
466,0.6062187993260849
467,0.595032777701889
468,0.6079703879418822
469,0.6040320029492132
470,0.6240819838367698
471,0.6266661712104794
472,0.6261255112448103
473,0.6033085981004342
474,0.6114643280567047
475,0.6186624417324407
476,0.6219251309530207
477,0.6260576403567198
478,0.6238274910691706
479,0.6391344207628543
480,0.6337162433210767
481,0.6357388097498403
482,0.5890598592315522
483,0.616487678313982
484,0.621592115710227
485,0.6023490614213729
486,0.6174150658156907
487,0.6158429258727918
488,0.619987357250667
489,1.3967187334650795
490,0.6905096913137114
491,0.6350669858896643
492,0.6396383063033816
493,0.635668851663025
494,0.6230661472716406
495,0.6421191947609559
496,0.6656759689576159
497,0.6375321456415747
498,0.6329790452607473
499,0.6315850690174479
500,0.6489474060753483
501,0.657564102720292
502,0.6610163773649467
503,0.6391679162986244
504,0.6591275246510314
505,0.6412696535520299
506,0.6441951413288404
507,0.6958358573784791
508,0.6478361886881013
509,0.6416194313154391
510,0.6149791201364241
511,0.634715474105649
512,0.639612369992962
513,0.6643517883448938
514,1.4026826385781328
515,0.6452387362866693
516,0.6274816478483258
517,0.6707887853092467
518,0.6226631817433899
519,0.6407318232326012
520,0.6447467497210637
521,0.6488087637909591
522,0.6558620230816936
523,0.6387191274669133
524,0.6271506065553861
525,0.6435404577966576
526,0.6497775863022826
527,0.6405250793029591
528,0.6553125602642318
529,0.6221767930154083
530,0.7187982412789957
531,0.6394818445644165
532,0.630301339606028
533,0.6279714409533634
534,0.6278429857531117
535,0.648406701073607
536,0.6519907143898733
537,0.6372783428693732
538,0.6716302043321083
539,1.3830247899198
540,0.7605455467768937
541,0.7407506547494617
542,0.7330974390948806
543,0.7513665895639159
544,0.6121696805380441
545,0.7824603220695426
546,0.738677756336483
547,0.7278823915496202
548,0.6771390592712987
549,0.6555613197758872
550,0.6489201938195938
551,0.6598747977803212
552,0.658235757810581
553,0.7057945615503873
554,0.7043396527846522
555,0.6360872736421286
556,0.6498392155305888
557,0.6516384091062154
558,0.654741732003065
559,0.6524227025194559
560,0.6502138505826711
561,0.6533401301911281
562,0.6498162862946588
563,0.6478578152042995
564,0.6455037762237762
565,0.6627049272494209
566,0.6371248230124587
567,0.6515490071937269
568,1.4033792746963403
569,0.7450358367502747
570,0.6983618070872107
571,0.7401831983849052
572,0.7201337161959457
573,0.7568436006323529
574,0.751001353597476
575,0.7544006250862966
576,0.7062115752415566
577,0.6527571986584431
578,0.6779940229839644
579,0.6570629818907032
580,0.6600881838667648
581,0.6615369538623148
582,0.6610243447715047
583,0.6553881180130745
584,0.656289653476796
585,0.6624410386756535
586,0.6617806461497213
587,0.6555946587492532
588,0.6906781290129105
589,0.648966183064833
590,0.6607103515903426
591,0.6521405808747076
592,0.6547372821207279
593,0.6513655971588972
594,0.6591743661725615
595,0.6598284162290187
596,1.3282496773990176
597,0.6599799059381717
598,0.6233617066987891
599,0.5994460265238116
600,0.595187901052346
601,0.5888048180830586
602,0.5847364899810678
603,0.5899077808224167
604,0.5790842258165904
605,0.5919786915857338
606,0.5930400658290704
607,0.589888480937511
608,0.5816856752435986
609,0.5882024292402758
610,0.5954921843864854
611,0.5950231820487358
612,0.5917651995532437
613,0.5918902281431357
614,0.5949151780362066
615,0.5931781026586742
616,0.5993246162040065
617,0.595472906583209
618,0.5938870061182715
619,0.595126319025449
620,0.5932270354169606
621,0.5983337144923759
622,0.6164277875163979
623,0.5967052654048547
624,0.36860235869482155
625,0.5977854689634138
626,0.5908136941776714
627,0.5997164889787866
628,0.5983360195965721
629,0.6149873146474665
630,0.5939245774783056
631,0.6134303490811148
632,0.6132979653543074
633,0.6106496842012652
634,0.6005815756955262
635,0.5984117786766547
636,0.6177835777871511
637,0.5970320517779325
638,0.6004167295365999
639,0.6080875527435962
640,0.6054494820877524
641,0.6005931360501692
642,0.6177984771047665
643,0.5992552347342143
644,0.6026944541090979
645,0.6159989840885572
646,0.6154845162164836
647,0.6026136010445952
648,0.6004344605724267
649,0.6017234721245047
650,0.37201939765529496
651,0.5889384979181844
652,0.6066487241810256
653,0.600160815567235
654,0.588466912339627
655,0.6018481269030956
656,0.6007239542731292
657,0.6066906670842751
658,0.6216605045897626
659,0.6041639170274952
660,0.5965401474952068
661,0.6053096785874106
662,0.6071511602952959
663,0.588438322582352
664,0.6049253604158435
665,0.609402979559798
666,0.6031995219680889
667,0.592952605938469
668,0.6087062631313045
669,0.6108693299747046
670,0.6051178750064016
671,0.6103380617982593
672,0.6070381281465697
673,0.6107025444979122
674,0.6096117449652424
675,0.6037769890195084
676,0.4657562447198656
677,0.6437391750056114
678,0.6107182891783777
679,0.6487576836112655
680,0.5993371973588952
681,0.6133690455423813
682,0.615038721843082
683,0.6120997010674638
684,0.6017607885461664
685,0.6118521122119461
686,0.633463079123029
687,0.606217285640614
688,0.6132503027758209
689,0.6128954320224804
690,0.6107126331418357
691,0.6127255050232256
692,0.612603676815133
693,0.6162146609368112
694,0.6168400435187182
695,0.6692172773492411
696,0.6132117712518237
697,0.6212108386553834
698,0.6200594097877881
699,0.6208282864049334
700,0.6441425935374744
701,0.6153955690962678
702,0.4725548103832202
703,0.6407214067512145
704,0.6132609823965727
705,0.6191896452838671
706,0.6204511861412165
707,0.6064940098327943
708,0.5969163640011201
709,0.6178896744751246
710,0.6325547352012554
711,0.6193600001353101
712,0.6201652349716736
713,0.6163240857405435
714,0.6050364918162655
715,0.6176845386211588
716,0.5988779232013708
717,0.6248951647341864
718,0.6317762939058355
719,0.6215402790279028
720,0.6186141716523169
721,0.6283424905257835
722,0.6246709215558727
723,0.6232483484520029
724,0.624780013363894
725,0.61939180724601
726,0.6207093618381119
727,0.4712554198185896
728,0.6124015135196029
729,0.6195270149036826
730,0.6262443645823101
731,0.6281603257437768
732,0.6417364912342858
733,0.6512513046559445
734,0.6523421581735578
735,0.6334039835697628
736,0.6312742141165516
737,0.6360886722321936
738,0.6339129167239717
739,0.6309312739014242
740,0.6380743057078601
741,0.6337562463291528
742,0.6323182509939165
743,0.622596355007817
744,0.658717276459053
745,0.6309982022820012
746,0.631588282767367
747,0.6468307076499992
748,0.917578006078067
749,0.6362172718524758
750,0.6309374688365735
751,0.6267425923560148
752,0.6394676718502932
753,0.6331546082562395
754,0.6365843593148708
755,0.6256007835362603
756,0.6361843468623173
757,0.6355980768296828
758,0.6522528675729173
759,0.6328787864206916
760,0.6373902264173487
761,0.6393664727716536
762,0.6324667639051266
763,0.6130143779206695
764,0.6419480961059908
765,0.6458995794440455
766,0.6483122203740388
767,0.6738656693587183
768,0.920989251182492
769,0.6316387690756052
770,0.6605932513949391
771,0.633818403100669
772,0.6378662575787053
773,0.6400702590980594
774,0.6288163515316577
775,0.6409559794005065
776,0.6322593323465306
777,0.6237049222044496
778,0.6312702882849126
779,0.6369980745890232
780,0.640650133568384
781,0.6542296449493117
782,0.6399370814336974
783,0.6429081132986916
784,0.6388560658625003
785,0.6340241333775275
786,0.6285378905682906
787,0.48372299339362074
788,0.6222804810593234
789,0.6356976799281041
790,0.6437866362249349
791,0.6415568513520641
792,0.6443310046246187
793,0.641641890823466
794,0.6437368960427224
795,0.6423466653254516
796,0.6380800952457327
797,0.6414127049311267
798,0.5879015969593744
799,0.5904827170539982
800,0.5921305409956596
801,0.5927556138788957
802,0.5927391800143119
803,0.5964853860798757
804,0.5867364300318069
805,0.598747299968159
806,0.46743451879347153
807,0.593410409259421
808,0.5919590692411537
809,0.592155253910779
810,0.5965613092323265
811,0.5965004705010123
812,0.620932122892868
813,0.5947825951431832
814,0.5926406409988767
815,0.5944284949706202
816,0.5940507715478706
817,0.5939049330908421
818,0.5924763711808203
819,0.6065426933362977
820,0.5964368974237395
821,0.5974419618953736
822,0.5969391156341973
823,0.5973487325018819
824,0.5952002597888509
825,0.47231398724933754
826,0.5945798465768471
827,0.5994273764301479
828,0.5903600530499572
829,0.5911444866999327
830,0.5950813041129328
831,0.5980405231822757
832,0.5959794736856776
833,0.6054268595465558
834,0.5969744495675755
835,0.5941253696951229
836,0.5960651555293887
837,0.5997733920968933
838,0.5979727661753004
839,0.6016906894507922
840,0.602222928046924
841,0.6022441554824447
842,0.5981926905114858
843,0.8551664210963769
844,0.5951397831481688
845,0.5997159110690239
846,0.6012917096876919
847,0.6010525365714802
848,0.6027390572483181
849,0.6031326308318357
850,0.6012986428628291
851,0.6001222281234477
852,0.6084966040593622
853,0.6020002162677656
854,0.6034576991464801
855,0.5917856023483905
856,0.6011939913071053
857,0.604074028242693
858,0.6012505566509858
859,0.6026736074088742
860,0.5964500967170957
861,0.6035974636426216
862,0.890188626010361
863,0.6067781280326526
864,0.6110629994493507
865,0.6143845977538391
866,0.6048558629415587
867,0.6176346706243684
868,0.6192729493061927
869,0.5998255839963818
870,0.5831296664143084
871,0.5960783720543285
872,0.606959084169227
873,0.6146124463374235
874,0.6076685695397612
875,0.6299231875631178
876,0.6061120032443853
877,0.6136045366565928
878,0.6187601964244651
879,0.6261320700320973
880,0.496006187387949
881,0.6093896335113709
882,0.6247462509777334
883,0.6072177602913442
884,0.6059407327134899
885,0.6085986542022309
886,0.6070164891292243
887,0.6100163056137899
888,0.6033047816152457
889,0.6109063688377452
890,0.6110909840625061
891,0.6040328729983903
892,0.6087198501863301
893,0.6091882488979554
894,0.6050233346418179
895,0.6066941168940809
896,0.6130878271244695
897,0.6119282757651534
898,0.48062736476172174
899,0.6145279068103258
900,0.6668225776255498
901,0.6154074063123478
902,0.6148755243565411
903,0.6251990747510735
904,0.6164552061433815
905,0.6263222853683612
906,0.6157019248480945
907,0.617836209629657
908,0.6278748755102146
909,0.6085985135187
910,0.6925161888328146
911,0.618385208441657
912,0.6119910599750628
913,0.6303306051501651
914,0.6175990463097378
915,0.6131720810611749
916,0.8621955442097341
917,0.6188847278819339
918,0.6108924290806804
919,0.6136977852859323
920,0.6177145247850424
921,0.605844687025544
922,0.6135811387666644
923,0.6140110220369259
924,0.6227089968530959
925,0.6280057278184722
926,0.6218093028748176
927,0.6053941471263387
928,0.6173895200670005
929,0.6164349350675827
930,0.6081930594734515
931,0.6194398019189106
932,0.6138833589189197
933,0.8977169574551244
934,0.617957856367109
935,0.6190500691343134
936,0.6315308205798482
937,0.6157225681284967
938,0.6178878350072784
939,0.6164777208584277
940,0.6162759627398344
941,0.628703181695213
942,0.618256336102506
943,0.6056470104314464
944,0.614193913742872
945,0.6155747057680904
946,0.6064696995750325
947,0.6358069756920166
948,0.6163094236830574
949,0.6151240158264606
950,0.6055016691972193
951,0.8765971559789509
952,0.6319057975517306
953,0.6271627754450432
954,0.62989897411696
955,0.6169189324707629
956,0.6197569026630928
957,0.6201002869377805
958,0.6280391266766577
959,0.6291816693530226
960,0.6303357120410789
961,0.6425545950184965
962,0.6259739501886287
963,0.6194408228306534
964,0.6189299449484869
965,0.6224530370614066
966,0.6067329198954983
967,0.6127162074193168
968,0.5067956039042473
969,0.6375219619627991
970,0.6091026739533463
971,0.622442801576274
972,0.6501417308884755
973,0.6340846192644335
974,0.6225426483521289
975,0.6238825169987137
976,0.614284513154162
977,0.6195103916960624
978,0.6162509198842907
979,0.6222128567397418
980,0.6246200480494003
981,0.6328980430998441
982,0.6183635539385338
983,0.6274365562074119
984,0.6223013815616293
985,0.8203711414588095
986,0.6276177302734989
987,0.6411453716800252
988,0.6225823648326488
989,0.6232809021169315
990,0.6051825499383117
991,0.6198718232361344
992,0.6323170869217681
993,0.6260866854729361
994,0.6259390223164718
995,0.6234777362223439
996,0.622669448117864
997,0.6394716203410675
998,0.5853475241279879
999,0.5730158539837081
1000,0.5818739613220446
1001,0.5855029587520462
1002,0.8059907741156607
1003,0.5810037131868785
1004,0.580880714954013
1005,0.596070115266644
1006,0.587690109086335
1007,0.5873692259081522
1008,0.5803331508402492
1009,0.5908511195335988
1010,0.5880085156917552
1011,0.5916729278737513
1012,0.5868707362542306
1013,0.5875335309102975
1014,0.5765446015860748
1015,0.5892115253626372
1016,0.5906255562434161
1017,0.5893237450321972
1018,0.7797786125292784
1019,0.5902966054594995
1020,0.589046211010945
1021,0.5892314120835662
1022,0.5916775061901118
1023,0.5904018294750293
1024,0.5940123288443636
1025,0.5867213270300893
1026,0.5910988342729925
1027,0.5914532968259912
1028,0.5916549389653298
1029,0.5909095577746077
1030,0.5911968672125312
1031,0.5908756870184231
1032,0.5923037841856587
1033,0.5905314997318661
1034,0.5921691164997035
1035,0.48123143013513775
1036,0.6024418843450436
1037,0.5973632866336012
1038,0.5954422274586377
1039,0.5997582960922513
1040,0.5926558691541949
1041,0.5835880078428796
1042,0.5929576866815135
1043,0.5786713770131698
1044,0.603338981741046
1045,0.5954479792192504
1046,0.6183827916854581
1047,0.5812346581737363
1048,0.5936873929388311
1049,0.6187705482996523
1050,0.6117097612072582
1051,0.8055636687053243
1052,0.6144818831152252
1053,0.5922900711361455
1054,0.5984413692164385
1055,0.6005603971900914
1056,0.5946438136047134
1057,0.5943489511993076
1058,0.5952299742619535
1059,0.5937761517411021
1060,0.6075968320136994
1061,0.5950399164778666
1062,0.5949805734059407
1063,0.5978728601163926
1064,0.5970972510408614
1065,0.5864551451081169
1066,0.5940678727995068
1067,0.49493541265357227
1068,0.6138947403294783
1069,0.5839276557041051
1070,0.5858403804263677
1071,0.5845076408319017
1072,0.5968640875532042
1073,0.7007211774096428
1074,0.6263629700787643
1075,0.6150654207466568
1076,0.6007012671884463
1077,0.6091683962944561
1078,0.60238754289233
1079,0.6107458531923987
1080,0.5536581677350404
1081,2.812222369232625
1082,0.11270545841012473
1083,0.5782659591291337
1084,0.5037727546294889
1085,0.614806663546585
1086,0.6119953521183576
1087,0.3192248685615097
1088,0.47790681705094346
1089,0.6143750829124187
1090,0.41754554650801756
1091,0.6154011143434742
1092,0.47475723174306633
1093,0.6980219565362479
1094,0.5858432641952083
1095,0.664012350797326
1096,0.6475729516409906
1097,0.6140966568627788
1098,0.6106235918103234
1099,0.518183744349907
1100,0.6285680477391707
1101,0.6149722706879361
1102,0.6126280120912807
1103,0.6234064302672417
1104,0.621692571035215
1105,0.6225991984360331
1106,0.6109024639456682
1107,0.6307982497324666
1108,0.6003204892650497
1109,0.6080832846034799
1110,0.6028816943216689
1111,0.6407373337442803
1112,0.750878324237956
1113,0.5518811954192073
1114,0.6098661358142559
1115,0.6084962167740043
1116,0.6073294539000618
1117,0.6115245780253438
1118,0.6214444939812751
1119,0.6087788922213795
1120,0.6110297818190352
1121,0.61590741426732
1122,0.6127976067702245
1123,0.6075714488118852
1124,0.6038671327199643
1125,0.8327565873504915
1126,0.6188646644521354
1127,0.6080542237802016
1128,0.613017863299156
1129,0.6115675006192718
1130,0.6197034243377357
1131,0.6116470680460079
1132,0.6120845783279468
1133,0.6195814045874491
1134,0.6255858607419462
1135,0.6106147007772845
1136,0.6116707281982333
1137,0.6101692789717053
1138,0.5099447539299864
1139,0.6090738882408899
1140,0.6084343938990371
1141,0.611138668688249
1142,0.6119771008651382
1143,0.6115591685199332
1144,0.6129382505287932
1145,0.6096917910762695
1146,0.6142972146358516
1147,0.6195605518650996
1148,0.6104693345340425
1149,0.6079461952724492
1150,0.6153929478347752
1151,0.8112964454039997
1152,0.615382139633104
1153,0.6137082018894687
1154,0.6182905787218216
1155,0.6173889561941056
1156,0.6141108308306663
1157,0.614616740320273
1158,0.6104874726085737
1159,0.6124835885125041
1160,0.6136917112852518
1161,0.6136092699442087
1162,0.6169103813556126
1163,0.8253519252380671
1164,0.616718796754039
1165,0.611818590865963
1166,0.6129998759408871
1167,0.6152920643887051
1168,0.616144830943944
1169,0.6147764678701971
1170,0.6158552585417242
1171,0.6164428565356642
1172,0.6156934691951335
1173,0.616126565844482
1174,0.6155747779590105
1175,0.6147155998808314
1176,0.8245929308780859
1177,0.62237021657362
1178,0.6191108327241542
1179,0.6165128284971291
1180,0.6269153191999042
1181,0.6173580213660581
1182,0.6198265769787884
1183,0.6186294097017662
1184,0.6156301512320053
1185,0.6136438362376844
1186,0.6167110662042763
1187,0.6168887094803401
1188,0.8170201931562281
1189,0.6174751045253886
1190,0.6161379628072486
1191,0.6156040022993567
1192,0.6164336537414963
1193,0.6226774624651632
1194,0.6192822816183572
1195,0.6186520908047932
1196,0.6181424015305457
1197,0.6146219206014673
1198,0.5867662552102043
1199,0.5843962519064912
1200,0.5898393934643914
1201,0.7847155637017125
1202,0.5856007040605049
1203,0.5823469584953781
1204,0.6041766012342399
1205,0.5947321575706014
1206,0.5929409802098351
1207,0.586547865652507
1208,0.5891753579398705
1209,0.5822446799046219
1210,0.5851643038703224
1211,0.5887149063985901
1212,0.5855414638433601
1213,0.5021618579493178
1214,0.589090874382658
1215,0.5903812073185567
1216,0.5857624839909494
1217,0.5872578500543267
1218,0.587729148535976
1219,0.5884772442878082
1220,0.5886327852262673
1221,0.586765711276846
1222,0.5900088758990067
1223,0.5889523162202005
1224,0.593196661322845
1225,0.5057999572773683
1226,0.5882120525215543
1227,0.5830252899240433
1228,0.5558268686224924
1229,0.5976716372475116
1230,0.5997788936176792
1231,0.5958260054494349
1232,0.6999261208975002
1233,0.681432922314922
1234,0.6362153929703959
1235,0.5775601916932108
1236,0.5988301538164431
1237,0.8035153681636132
1238,0.6127277774302834
1239,0.599361309199652
1240,0.5967519033378675
1241,0.5941375098179071
1242,0.5922049191850519
1243,0.587847857099801
1244,0.6159174998362492
1245,0.5924979631540527
1246,0.5934436025613946
1247,0.5902238705662306
1248,0.5992610800695493
1249,0.5749255566126346
1250,0.7996252545385789
1251,0.5836891849606262
1252,0.5883283751857378
1253,0.5850066552266365
1254,0.5946330311918998
1255,0.5890604222814765
1256,0.6245505007279529
1257,0.5794387839848172
1258,0.5751098178786713
1259,0.6167703518151537
1260,0.59574089341124
1261,0.6011329218509063
1262,0.4849930353445886
